title,author,rating,ratings,score,link,autors link
Apricots of Donbass,Любов Якимчук, 4.16 ,44,72,https://www.goodreads.com/book/show/59582541-apricots-of-donbass,https://www.goodreads.com/author/show/14127135._
A Matter оf Death аnd Life,Andrey Kurkov, 3.71 ,1.197,71,https://www.goodreads.com/book/show/749470.A_Matter_f_Death_nd_Life,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Кармелюк,Marko Vovchok, 3.60 ,20,71,https://www.goodreads.com/book/show/18401629,https://www.goodreads.com/author/show/15602657.Marko_Vovchok
24. Februar... und der Himmel war nicht mehr blau: Things that just make sense in a bomb shelter,Valeria Shashenok, 4.15 ,27,71,https://www.goodreads.com/book/show/61094349-24-februar-und-der-himmel-war-nicht-mehr-blau,https://www.goodreads.com/author/show/22424470.Valeria_Shashenok
Дети подземелья,Vladimir Korolenko, 4.16 ,429,70,https://www.goodreads.com/book/show/7655421,https://www.goodreads.com/author/show/4919787.Vladimir_Korolenko
Дорогою ціною,Mykhailo Kotsiubynsky, 4.02 ,195,70,https://www.goodreads.com/book/show/7722714,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
The Voices of Babyn Yar,Marianna Kiyankovska, 0.00 ,0,70,https://www.goodreads.com/book/show/58885886-the-voices-of-babyn-yar,https://www.goodreads.com/author/show/21774746.Marianna_Kiyankovska
The President's Last Love,Andrey Kurkov, 3.74 ,469,69,https://www.goodreads.com/book/show/493171.The_President_s_Last_Love,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
"Життя, смерть та інші неприємності",Yaroslav Hrytsak, 4.53 ,87,69,https://www.goodreads.com/book/show/13603748,https://www.goodreads.com/author/show/20543955.Yaroslav_Hrytsak
В дурном обществе,Vladimir Korolenko, 4.27 ,88,69,https://www.goodreads.com/book/show/11465203,https://www.goodreads.com/author/show/4919787.Vladimir_Korolenko
Чесність з собою,Volodymyr Vynnychenko, 4.23 ,13,69,https://www.goodreads.com/book/show/29222819,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Reden gegen den Krieg,Volodymyr Zelenskyy, 0.00 ,0,69,https://www.goodreads.com/book/show/61219023-reden-gegen-den-krieg,https://www.goodreads.com/author/show/22431732.Volodymyr_Zelenskyy
The Good Angel of Death,Andrey Kurkov, 3.70 ,414,68,https://www.goodreads.com/book/show/3199234-the-good-angel-of-death,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Високий Замок,Stanisław Lem, 3.63 ,412,68,https://www.goodreads.com/book/show/17208730,https://www.goodreads.com/author/show/10991.Stanis_aw_Lem
Volodymyr Zelensky - Biografia,Sergii Rudenko, 3.68 ,19,68,https://www.goodreads.com/book/show/61067764-volodymyr-zelensky---biografia,https://www.goodreads.com/author/show/22416173.Sergii_Rudenko
Судьба попугая (География одиночного выстрела #2) [Sud'ba popugaya (Geografiya odinochnogo vystrela #2)],Andrey Kurkov, 3.62 ,21,67,https://www.goodreads.com/book/show/749472._2_Sud_ba_popugaya_Geografiya_odinochnogo_vystrela_2_,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Superagentas 000. Auksinės kengūros paslaptis,Леся Воронина, 3.55 ,11,67,https://www.goodreads.com/book/show/20343908-superagentas-000-auksin-s-keng-ros-paslaptis,https://www.goodreads.com/author/show/7340393._
Огні горять,Михайло Яцків, 4.50 ,2,67,https://www.goodreads.com/book/show/32198639,https://www.goodreads.com/author/show/15864947._
Depeche Mode,Serhiy Zhadan, 3.96 ,1.294,67,https://www.goodreads.com/book/show/22919196-depeche-mode,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Любимая песня космополита,Andrey Kurkov, 3.86 ,7,66,https://www.goodreads.com/book/show/186504._,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Сторожова застава,Володимир Рутківський, 4.30 ,89,66,https://www.goodreads.com/book/show/17911349,https://www.goodreads.com/author/show/5601862._
Українська богема,Петро Карманський, 3.67 ,3,66,https://www.goodreads.com/book/show/32331428,https://www.goodreads.com/author/show/15906015._
The Cathedral,Oles Honchar, 4.13 ,346,66,https://www.goodreads.com/book/show/3762416-the-cathedral,https://www.goodreads.com/author/show/5128599.Oles_Honchar
Pour l'Ukraine,Volodymyr Zelensky, 1.00 ,1,66,https://www.goodreads.com/book/show/60781348-pour-l-ukraine,https://www.goodreads.com/author/show/22347211.Volodymyr_Zelensky
Вежі та підземелля,Марина Соколян (Goodreads Author), 3.62 ,8,65,https://www.goodreads.com/book/show/22028192,https://www.goodreads.com/author/show/5186459._
Третя Революція,Valerian Pidmohylny, 4.18 ,17,65,https://www.goodreads.com/book/show/21949421,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Metropolen des Ostens,Angela Huber (Editor), 5.00 ,1,65,https://www.goodreads.com/book/show/60865489-metropolen-des-ostens,https://www.goodreads.com/author/show/6218309.Angela_Huber
Сказание об истинно народном контролере (География одиночного выстрела #1),Андрей Курков, 3.32 ,38,64,https://www.goodreads.com/book/show/749471._,https://www.goodreads.com/author/show/15552998._
Коні не винні,Mykhailo Kotsiubynsky, 3.79 ,52,64,https://www.goodreads.com/book/show/7722723,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
Чорна Пантера і Білий Ведмідь,Volodymyr Vynnychenko, 3.92 ,77,64,https://www.goodreads.com/book/show/29440267,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Jimi Hendrix live in Lemberg,Andrey Kurkov, 3.58 ,142,64,https://www.goodreads.com/book/show/28811504-jimi-hendrix-live-in-lemberg,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Сады господина Мичурина,Andrey Kurkov, 5.00 ,1,63,https://www.goodreads.com/book/show/1345575._,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Собор у риштованні,Yevhen Sverstiuk, 3.50 ,4,63,https://www.goodreads.com/book/show/22864387,https://www.goodreads.com/author/show/135422.Yevhen_Sverstiuk
Шпага Славка Беркути,Ніна Бічуя, 3.61 ,28,63,https://www.goodreads.com/book/show/28822889,https://www.goodreads.com/author/show/5315596._
Ukraine vs. Darkness: (Undiplomatic Thoughts),Olexander Scherba, 4.83 ,18,63,https://www.goodreads.com/book/show/57332793-ukraine-vs-darkness,https://www.goodreads.com/author/show/21254498.Olexander_Scherba
Пуля нашла героя (География одиночного выстрела #3),Andrey Kurkov, 3.75 ,20,62,https://www.goodreads.com/book/show/6284151,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Адвокат із Личаківської,Andriy Kokotukha, 3.91 ,134,62,https://www.goodreads.com/book/show/25016204,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Метелики на шпильках. Б’є восьма. Повнолітні діти,Ірина Вільде, 4.49 ,65,62,https://www.goodreads.com/book/show/30314852,https://www.goodreads.com/author/show/4800544._
Kassandra,Lesia Ukrainka, 4.36 ,117,62,https://www.goodreads.com/book/show/17319313-kassandra,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
The Milkman in the Night,Andrey Kurkov, 3.74 ,485,61,https://www.goodreads.com/book/show/10363382-the-milkman-in-the-night,https://www.goodreads.com/author/show/88420.Andrey_Kurkov
Таємниця зміїної голови,Andriy Kokotukha, 4.29 ,21,61,https://www.goodreads.com/book/show/24892186,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Гідність Адама,Любомир Гузар, 4.00 ,1,61,https://www.goodreads.com/book/show/29935289,https://www.goodreads.com/author/show/7202586._
Сентиментальна історія,Mykola Khvylovy, 4.06 ,48,61,https://www.goodreads.com/book/show/21949426,https://www.goodreads.com/author/show/16706199.Mykola_Khvylovy
Ексгумація міста,Світлана Поваляєва, 3.25 ,12,60,https://www.goodreads.com/book/show/23225800,https://www.goodreads.com/author/show/5445948._
Тіні зникомі,Валерій Шевчук, 4.40 ,5,60,https://www.goodreads.com/book/show/29607068,https://www.goodreads.com/author/show/5820760._
Вальдшнепи,Микола Хвильовий, 3.91 ,101,60,https://www.goodreads.com/book/show/17256028,https://www.goodreads.com/author/show/18759316._
У череві апокаліптичного звіра,Валерій Шевчук, 4.43 ,7,59,https://www.goodreads.com/book/show/22712577,https://www.goodreads.com/author/show/5820760._
Призначення України,Юрій Липа, 4.80 ,5,59,https://www.goodreads.com/book/show/31564694,https://www.goodreads.com/author/show/14877017._
Yellow Boots,Vera Lysenko, 3.86 ,7,58,https://www.goodreads.com/book/show/8121080-yellow-boots,https://www.goodreads.com/author/show/3505115.Vera_Lysenko
В неділю рано зілля копала,Olha Kobylianska, 4.12 ,172,58,https://www.goodreads.com/book/show/16053376,https://www.goodreads.com/author/show/4854979.Olha_Kobylianska
Повість про санаторійну зону,Микола Хвильовий, 3.99 ,115,58,https://www.goodreads.com/book/show/28510277,https://www.goodreads.com/author/show/18759316._
Походження українського народу,Віктор Петров, 3.71 ,7,58,https://www.goodreads.com/book/show/22601406,https://www.goodreads.com/author/show/7122340._
Повість без назви,Valerian Pidmohylny, 4.31 ,93,58,https://www.goodreads.com/book/show/30155476,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Poza tradytsiï: antolohii︠a︡ ukraïnsʹkoï modernoï poeziï v dii︠a︡spori,John Fizer, 3.00 ,1,57,https://www.goodreads.com/book/show/2202518.Poza_tradytsi_,https://www.goodreads.com/author/show/997485.John_Fizer
Старі люди,Sofia Andrukhovych, 3.38 ,71,57,https://www.goodreads.com/book/show/9577769,https://www.goodreads.com/author/show/4425923.Sofia_Andrukhovych
Мовчання адресоване мені,Vasyl Slapchuk, 3.50 ,2,57,https://www.goodreads.com/book/show/28338655,https://www.goodreads.com/author/show/22362796.Vasyl_Slapchuk
Щоденник національного героя Селепка Лавочки,Юрій Тис-Крохмалюк, 4.17 ,6,57,https://www.goodreads.com/book/show/29476947,https://www.goodreads.com/author/show/8061086._
Night And Day,Volodymyr Zenonovych Gzhytsky, 0.00 ,0,56,https://www.goodreads.com/book/show/10469981-night-and-day,https://www.goodreads.com/author/show/4648583.Volodymyr_Zenonovych_Gzhytsky
Мій тато став зіркою,Галина Кирпа, 4.25 ,20,56,https://www.goodreads.com/book/show/27209921,https://www.goodreads.com/author/show/7142925._
"На шляхах і роздоріжжях: спогади, невідомі твори",Борис Антоненко-Давидович, 4.33 ,3,56,https://www.goodreads.com/book/show/22675033,https://www.goodreads.com/author/show/7279425._
Де тополя росте / Where the poplar grows,Pavlo Tychyna, 3.00 ,2,55,https://www.goodreads.com/book/show/25769270-where-the-poplar-grows,https://www.goodreads.com/author/show/6407573.Pavlo_Tychyna
Аліна й Костомаров,В. Домонтович, 4.29 ,7,55,https://www.goodreads.com/book/show/33138886,https://www.goodreads.com/author/show/6895169._
Тато в декреті,Артем Чапай, 4.36 ,182,55,https://www.goodreads.com/book/show/31839184,https://www.goodreads.com/author/show/8703869._
Хуха-Моховинка,Василь Королів-Старий, 3.95 ,19,54,https://www.goodreads.com/book/show/28536765--,https://www.goodreads.com/author/show/13928356._
Не минаючи ані титли... Лінгвобіографія старослов'янської мови,Любомир Белей, 4.86 ,7,54,https://www.goodreads.com/book/show/25736198,https://www.goodreads.com/author/show/14106257._
Камінний господар,Lesia Ukrainka, 4.01 ,97,54,https://www.goodreads.com/book/show/21841384,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka
Авантюра. Практичні реаліі мандрів по-бідняцьки,Артем Чапай, 3.71 ,52,54,https://www.goodreads.com/book/show/30648268--,https://www.goodreads.com/author/show/8703869._
Шоколадні вірші про кохання,Надія Каламєєць (Illustrator), 3.46 ,13,53,https://www.goodreads.com/book/show/23655094,https://www.goodreads.com/author/show/10158802._
"Пропащий час. Література українська, проскрибована урядом російським",Михайло Драгоманов, 4.44 ,9,53,https://www.goodreads.com/book/show/17879481,https://www.goodreads.com/author/show/6589028._
Понаїхали,Артем Чапай, 4.06 ,35,53,https://www.goodreads.com/book/show/26825507,https://www.goodreads.com/author/show/8703869._
Дві сили: нариси,Михайло Козоріс, 4.00 ,1,53,https://www.goodreads.com/book/show/33846009,https://www.goodreads.com/author/show/16305359._
Слон Ґудзик та Вогняна Квітка,Леся Воронина, 3.50 ,4,52,https://www.goodreads.com/book/show/29623490,https://www.goodreads.com/author/show/7340393._
Безталанна,Іван Карпенко-Карий, 4.00 ,47,52,https://www.goodreads.com/book/show/23282914,https://www.goodreads.com/author/show/6549443._
Червона зона,Артем Чапай, 4.26 ,23,52,https://www.goodreads.com/book/show/23303192,https://www.goodreads.com/author/show/8703869._
Балади про війну і відбудову,Serhiy Zhadan, 3.25 ,8,51,https://www.goodreads.com/book/show/28690929,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Nature,Olha Kobylianska, 3.71 ,17,51,https://www.goodreads.com/book/show/25861022-nature,https://www.goodreads.com/author/show/4854979.Olha_Kobylianska
Оповідання. Повість. Романи,Valerian Pidmohylny, 4.89 ,9,51,https://www.goodreads.com/book/show/32813981,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny
Марадона,Serhiy Zhadan, 4.11 ,44,50,https://www.goodreads.com/book/show/24972364,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan
Синя книжечка,Василь Стефаник, 4.21 ,29,50,https://www.goodreads.com/book/show/22591587,https://www.goodreads.com/author/show/2868377._
Неболови. Навчи мене мріяти,Юлія Ілюха (Goodreads Author), 4.35 ,57,50,https://www.goodreads.com/book/show/32198974,https://www.goodreads.com/author/show/15798976._
Адам,Остап Сливинський, 4.44 ,16,49,https://www.goodreads.com/book/show/18720132,https://www.goodreads.com/author/show/7363488._
Маклена Граса,Микола Куліш, 4.20 ,25,49,https://www.goodreads.com/book/show/30367497,https://www.goodreads.com/author/show/6549419._
Предок,Natalena Koroleva, 3.75 ,4,48,https://www.goodreads.com/book/show/25597888,https://www.goodreads.com/author/show/8412406.Natalena_Koroleva
Полуднева лінія,Остап Сливинський, 5.00 ,2,48,https://www.goodreads.com/book/show/18720126,https://www.goodreads.com/author/show/7363488._
Sonata Pathetique,Mykola Kulish, 3.79 ,63,48,https://www.goodreads.com/book/show/5655220-sonata-pathetique,https://www.goodreads.com/author/show/2526235.Mykola_Kulish
Привид з Валової,Andriy Kokotukha, 3.87 ,77,47,https://www.goodreads.com/book/show/25286644,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Честь. Вбивство: вибране,Михайло Могилянський, 3.89 ,9,47,https://www.goodreads.com/book/show/34338266,https://www.goodreads.com/author/show/16358073._
Таємне джерело,Andriy Kokotukha, 3.82 ,44,46,https://www.goodreads.com/book/show/18658033,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha
Шпигачки,Микола Лукаш, 4.00 ,3,46,https://www.goodreads.com/book/show/25417548,https://www.goodreads.com/author/show/7726715._
Синя Волошка: збірка оповідань,Борис Антоненко-Давидович, 5.00 ,1,46,https://www.goodreads.com/book/show/34367044,https://www.goodreads.com/author/show/7279425._
У пошуках Оґопоґо,Леся Воронина, 3.14 ,7,45,https://www.goodreads.com/book/show/20438290,https://www.goodreads.com/author/show/7340393._
Український декамерон,R.V. Pikhmanets (Compilator), 4.60 ,5,45,https://www.goodreads.com/book/show/15686851,https://www.goodreads.com/author/show/6412873.R_V_Pikhmanets
Казка про Майдан,Христина Лукащук, 3.75 ,8,44,https://www.goodreads.com/book/show/23208284,https://www.goodreads.com/author/show/4693203._
Непропаща сила,Іван Пулюй, 5.00 ,3,44,https://www.goodreads.com/book/show/25360894,https://www.goodreads.com/author/show/13543833._
Cкіфський степ,Борис Мозолевський, 5.00 ,1,44,https://www.goodreads.com/book/show/34338169-c,https://www.goodreads.com/author/show/16469899._
Таке цікаве життя,Ірина Цілик (Goodreads Author), 4.17 ,12,43,https://www.goodreads.com/book/show/27268280,https://www.goodreads.com/author/show/14002629._
Місто уповільненої дії,Анатолій Дністровий, 3.80 ,35,43,https://www.goodreads.com/book/show/17340894,https://www.goodreads.com/author/show/4665365._
Нова стара баба,Лариса Денисенко, 3.87 ,15,42,https://www.goodreads.com/book/show/24966390,https://www.goodreads.com/author/show/4414450._
"Повесть о том, как поссорился Иван Иванович с Иваном Никофоровичем",Nikolai Gogol, 3.90 ,1.546,42,https://www.goodreads.com/book/show/13557345,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Місто з химерами,Олесь Ільченко, 3.88 ,73,41,https://www.goodreads.com/book/show/18660929,https://www.goodreads.com/author/show/7338200._
Мария,Taras Shevchenko, 4.78 ,9,41,https://www.goodreads.com/book/show/25107517,https://www.goodreads.com/author/show/135390.Taras_Shevchenko
Сватання на Гончарівці,Григорій Квітка-Основ'яненко, 3.87 ,67,40,https://www.goodreads.com/book/show/16053423,https://www.goodreads.com/author/show/6541752._
Небратні,Max Kidruk (Goodreads Author), 4.24 ,191,39,https://www.goodreads.com/book/show/25261505,https://www.goodreads.com/author/show/5048862.Max_Kidruk
Що таке українська література,Леонід Ушкалов, 3.92 ,99,38,https://www.goodreads.com/book/show/28453744,https://www.goodreads.com/author/show/8330747._
Під тягарем хреста,Vasyl Stus, 4.71 ,7,38,https://www.goodreads.com/book/show/24944641,https://www.goodreads.com/author/show/7075202.Vasyl_Stus
Цепелін до Києва,Ігор Сілівра, 3.73 ,44,37,https://www.goodreads.com/book/show/19335704,https://www.goodreads.com/author/show/7525581._
Сонце серед ночі. Пригоди в Павутинії,Vsevolod Nestayko, 4.72 ,82,37,https://www.goodreads.com/book/show/24687904,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Між двох сил,Volodymyr Vynnychenko, 4.67 ,6,37,https://www.goodreads.com/book/show/35067135,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko
Киевские ведьмы. Принцесса Греза,Lada Luzina, 3.82 ,28,36,https://www.goodreads.com/book/show/25113457,https://www.goodreads.com/author/show/5553701.Lada_Luzina
Старосветские помещики,Nikolai Gogol, 3.84 ,419,36,https://www.goodreads.com/book/show/16052651,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Чотири шаблі,Юрій Яновський, 3.11 ,18,36,https://www.goodreads.com/book/show/23527390,https://www.goodreads.com/author/show/6449197._
Гарбузовий рік,Kateryna Babkina, 4.23 ,30,35,https://www.goodreads.com/book/show/24046334,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
Ніч на полонині,Oleksandr Oles, 5.00 ,1,35,https://www.goodreads.com/book/show/24808564,https://www.goodreads.com/author/show/13445048.Oleksandr_Oles
Розстріляне відродження: Антологія 1917—1933: Поезія—проза—драма—есей,Юрій Лавріненко, 4.69 ,16,35,https://www.goodreads.com/book/show/19545486,https://www.goodreads.com/author/show/7578024._
Гірчиця: наївні поезії,Kateryna Babkina, 3.43 ,14,34,https://www.goodreads.com/book/show/15834853,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
I'm One of the Heavenly Hundred,Marko Rudnevych, 3.93 ,28,34,https://www.goodreads.com/book/show/24750899-i-m-one-of-the-heavenly-hundred,https://www.goodreads.com/author/show/13403176.Marko_Rudnevych
Смерть,Борис Антоненко-Давидович, 4.53 ,17,34,https://www.goodreads.com/book/show/19501615,https://www.goodreads.com/author/show/7279425._
Лілу після тебе,Kateryna Babkina, 3.28 ,32,33,https://www.goodreads.com/book/show/18751616,https://www.goodreads.com/author/show/8182679.Kateryna_Babkina
Котилася торба,Vasyl Makhno, 4.25 ,4,33,https://www.goodreads.com/book/show/33615095,https://www.goodreads.com/author/show/13783736.Vasyl_Makhno
Свято неділі,Валерій Шевчук, 4.25 ,4,32,https://www.goodreads.com/book/show/23733718,https://www.goodreads.com/author/show/5820760._
Заквітчаний сон,Hryhoriy Kosynka, 4.33 ,3,32,https://www.goodreads.com/book/show/26117318,https://www.goodreads.com/author/show/13460665.Hryhoriy_Kosynka
Коза-дереза,Олег Петренко-Заневський (Illustrator), 4.00 ,12,31,https://www.goodreads.com/book/show/25019813--,https://www.goodreads.com/author/show/4635075._
Супер ''Б'' з ''фрикадельками'',Vsevolod Nestayko, 4.00 ,23,31,https://www.goodreads.com/book/show/17453265,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko
Люборацькі,Анатоль Свидницький, 3.78 ,32,31,https://www.goodreads.com/book/show/29536592,https://www.goodreads.com/author/show/8335429._
Післявчора,Іра Цілик, 4.32 ,22,30,https://www.goodreads.com/book/show/17227112,https://www.goodreads.com/author/show/6884252._
Українська мала проза XX століття: Антологія,Віра Агеєва (Editor), 5.00 ,4,30,https://www.goodreads.com/book/show/22052164-xx,https://www.goodreads.com/author/show/6898574._
Ці,Іра Цілик, 4.10 ,10,29,https://www.goodreads.com/book/show/17227091,https://www.goodreads.com/author/show/6884252._
Твори: Автобіографія. Предок. Без коріння,Natalena Koroleva, 4.00 ,2,29,https://www.goodreads.com/book/show/22807610,https://www.goodreads.com/author/show/8412406.Natalena_Koroleva
Камінна душа,Гнат Хоткевич, 4.00 ,17,29,https://www.goodreads.com/book/show/26873638,https://www.goodreads.com/author/show/7235430._
Казка про Старого Лева,Мар'яна Савка, 4.36 ,22,28,https://www.goodreads.com/book/show/26207492,https://www.goodreads.com/author/show/5446958._
Вертеп,Аркадій Любченко, 3.86 ,7,28,https://www.goodreads.com/book/show/22677358,https://www.goodreads.com/author/show/8367449._
На каву до Львова,Мар'яна Савка (narrator), 4.33 ,6,27,https://www.goodreads.com/book/show/17304218,https://www.goodreads.com/author/show/5446958._
Компанія з пивниці біля Чуднівського мосту,Валерій Шевчук, 3.67 ,3,27,https://www.goodreads.com/book/show/22797531,https://www.goodreads.com/author/show/5820760._
Нотатник: Новели,Юрій Липа, 5.00 ,1,27,https://www.goodreads.com/book/show/40979374,https://www.goodreads.com/author/show/14877017._
Тінь риби,Мар'яна Савка, 3.67 ,12,26,https://www.goodreads.com/book/show/15774585,https://www.goodreads.com/author/show/5446958._
Джалапіта,Емма Андієвська, 4.35 ,26,26,https://www.goodreads.com/book/show/29074083,https://www.goodreads.com/author/show/6617829._
The Magic Song,Mykhailo Kotsiubynsky, 5.00 ,3,25,https://www.goodreads.com/book/show/22817632-the-magic-song,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky
Царівна,Olha Kobylianska, 4.41 ,170,25,https://www.goodreads.com/book/show/11372817,https://www.goodreads.com/author/show/4854979.Olha_Kobylianska
Український палімпсест. Оксана Забужко в розмові з Ізою Хруслінською,Oksana Zabuzhko, 4.60 ,99,24,https://www.goodreads.com/book/show/22050383,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko
Дім на горі,Валерій Шевчук, 4.29 ,129,24,https://www.goodreads.com/book/show/31076958,https://www.goodreads.com/author/show/5820760._
Повість про гірке кохання поета Тараса Шевченка,Ґео Шкурупій, 4.67 ,3,24,https://www.goodreads.com/book/show/39282505,https://www.goodreads.com/author/show/6449203._
Вибране,Василь Симоненко, 4.60 ,43,23,https://www.goodreads.com/book/show/16122557,https://www.goodreads.com/author/show/14203791._
Чорний Ангел: роман,Олекса Слісаренко, 3.75 ,4,23,https://www.goodreads.com/book/show/39171800,https://www.goodreads.com/author/show/6449202._
Сталінка,Олесь Ульяненко, 3.79 ,33,22,https://www.goodreads.com/book/show/23719568,https://www.goodreads.com/author/show/10688638._
Книга забуття,Vasyl Slapchuk, 3.54 ,13,21,https://www.goodreads.com/book/show/21503784,https://www.goodreads.com/author/show/22362796.Vasyl_Slapchuk
Жінка зі снігу,Vasyl Slapchuk, 3.20 ,5,19,https://www.goodreads.com/book/show/14759415,https://www.goodreads.com/author/show/22362796.Vasyl_Slapchuk
"Проза про життя інших. Юрій Косач: тексти, інтерпретації, коментарі",Юрій Косач, 4.67 ,3,19,https://www.goodreads.com/book/show/52699596,https://www.goodreads.com/author/show/7048537._
Осінь за щокою,Vasyl Slapchuk, 4.00 ,7,18,https://www.goodreads.com/book/show/14759430,https://www.goodreads.com/author/show/22362796.Vasyl_Slapchuk
Еней і життя інших,Юрій Косач, 4.08 ,13,18,https://www.goodreads.com/book/show/49386505,https://www.goodreads.com/author/show/7048537._
Записки українського самашедшого,Lina Kostenko, 3.90 ,1.098,17,https://www.goodreads.com/book/show/10392355,https://www.goodreads.com/author/show/5025003.Lina_Kostenko
Дрозофіла над томом Канта,Анатолій Дністровий, 3.65 ,26,17,https://www.goodreads.com/book/show/10549202,https://www.goodreads.com/author/show/4665365._
Доктор Серафікус,В. Домонтович, 4.33 ,152,16,https://www.goodreads.com/book/show/17565782,https://www.goodreads.com/author/show/6895169._
Mirgorod: Four Tales by Nikolai Gogol,Nikolai Gogol, 4.19 ,517,13,https://www.goodreads.com/book/show/195684.Mirgorod,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Жанна батальйонерка,Ґео Шкурупій, 3.67 ,12,13,https://www.goodreads.com/book/show/29356451,https://www.goodreads.com/author/show/6449203._
The Overcoat and Other Short Stories,Nikolai Gogol, 4.20 ,11.193,12,https://www.goodreads.com/book/show/19104.The_Overcoat_and_Other_Short_Stories,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Золоті лисенята,Юліан Шпол, 4.17 ,6,12,https://www.goodreads.com/book/show/50728564,https://www.goodreads.com/author/show/13842216._
Портрет,Nikolai Gogol, 4.03 ,2.173,11,https://www.goodreads.com/book/show/17885208,https://www.goodreads.com/author/show/232932.Nikolai_Gogol
Сині етюди,Mykola Khvylovy, 4.67 ,27,11,https://www.goodreads.com/book/show/54431655,https://www.goodreads.com/author/show/16706199.Mykola_Khvylovy
Ukraine: A History,Orest Subtelny, 4.23 ,189,10,https://www.goodreads.com/book/show/773798.Ukraine,https://www.goodreads.com/author/show/407255.Orest_Subtelny
Наші знакомі,Осип Маковей, 5.00 ,1,10,https://www.goodreads.com/book/show/54236895,https://www.goodreads.com/author/show/13534113._
Хмари,Іван Нечуй-Левицький, 3.87 ,70,9,https://www.goodreads.com/book/show/32820203,https://www.goodreads.com/author/show/8218106._
Наталка Полтавка,Ivan Kotliarevsky, 3.62 ,292,8,https://www.goodreads.com/book/show/22376808,https://www.goodreads.com/author/show/7825736.Ivan_Kotliarevsky
Чернигівка. Бувальщина з другої половини XVII віку,Nikolai Kostomarov, 4.33 ,3,7,https://www.goodreads.com/book/show/52568916-xvii,https://www.goodreads.com/author/show/8403726.Nikolai_Kostomarov
Забобон,Лесь Мартович, 3.40 ,5,6,https://www.goodreads.com/book/show/51209945,https://www.goodreads.com/author/show/8440065._
Valse mélancolique. Музична новела,Olha Kobylianska, 4.28 ,159,5,https://www.goodreads.com/book/show/41432142-valse-m-lancolique,https://www.goodreads.com/author/show/4854979.Olha_Kobylianska
Двері в день,Ґео Шкурупій, 3.83 ,6,4,https://www.goodreads.com/book/show/35786009,https://www.goodreads.com/author/show/6449203._
Кросворд,Валерій Шевчук, 4.00 ,8,2,https://www.goodreads.com/book/show/23637019,https://www.goodreads.com/author/show/5820760._
